MiDAS Daily RMS peaks — 20260616
Total: 563 events
RMS: ch 1281-1377 (below ~300 m), bandpass 1-20 Hz
RMS stats  mean=2.7086  std=0.7744  min=1.0935  Q25=2.1805  median=2.6936  Q75=3.1892  max=9.2415
ID   timestamp_tw (UTC+8)       RMS_below300m  fk_label
----------------------------------------------------------
000  2026-06-16 08:03:07    3.2848        noise
001  2026-06-16 08:04:32    2.8806        noise
002  2026-06-16 08:05:00    3.0224        noise
003  2026-06-16 08:06:06    3.6331        noise
004  2026-06-16 08:08:06    2.3134        noise
005  2026-06-16 08:11:43    2.8784        noise
006  2026-06-16 08:13:55    3.7058        noise
007  2026-06-16 08:14:24    3.3335        noise
008  2026-06-16 08:15:14    2.7592        noise
009  2026-06-16 08:16:34    3.4268        noise
010  2026-06-16 08:16:48    3.2002        noise
011  2026-06-16 08:17:48    2.1409        noise
012  2026-06-16 08:18:00    2.4481        noise
013  2026-06-16 08:18:31    3.6727        noise
014  2026-06-16 08:24:23    2.4845        down
015  2026-06-16 08:25:01    4.0418        noise
016  2026-06-16 08:26:24    3.8691        noise
017  2026-06-16 08:27:40    3.0252        down
018  2026-06-16 08:27:55    3.5435        noise
019  2026-06-16 08:28:46    3.1949        noise
020  2026-06-16 08:30:37    2.4532        noise
021  2026-06-16 08:31:08    3.8604        noise
022  2026-06-16 08:32:37    3.4248        noise
023  2026-06-16 08:34:12    3.3254        up
024  2026-06-16 08:35:30    3.8932        down
025  2026-06-16 08:35:45    4.0556        down
026  2026-06-16 08:37:34    3.2410        noise
027  2026-06-16 08:40:40    2.6561        up
028  2026-06-16 08:42:02    3.7303        noise
029  2026-06-16 08:43:51    2.6780        noise
030  2026-06-16 08:44:09    2.4111        noise
031  2026-06-16 08:45:06    4.2904        noise
032  2026-06-16 08:45:41    2.9077        noise
033  2026-06-16 08:46:56    2.8859        noise
034  2026-06-16 08:48:10    2.2357        down
035  2026-06-16 08:48:27    3.2115        noise
036  2026-06-16 08:50:09    2.8881        noise
037  2026-06-16 08:51:21    3.5517        noise
038  2026-06-16 08:53:47    2.7922        noise
039  2026-06-16 08:54:42    3.4869        noise
040  2026-06-16 08:54:55    2.7970        noise
041  2026-06-16 08:56:29    2.5668        noise
042  2026-06-16 08:57:44    3.7732        noise
043  2026-06-16 08:59:55    2.5205        noise
044  2026-06-16 09:00:09    2.4209        noise
045  2026-06-16 09:01:03    2.9123        noise
046  2026-06-16 09:03:41    2.8683        noise
047  2026-06-16 09:04:07    3.7633        noise
048  2026-06-16 09:05:51    3.1158        noise
049  2026-06-16 09:06:38    2.8771        noise
050  2026-06-16 09:08:44    3.6037        noise
051  2026-06-16 09:09:36    2.6388        noise
052  2026-06-16 09:12:23    3.1954        noise
053  2026-06-16 09:13:27    3.0957        noise
054  2026-06-16 09:14:30    2.3793        noise
055  2026-06-16 09:14:57    3.7636        noise
056  2026-06-16 09:15:46    3.0613        down
057  2026-06-16 09:18:18    2.7875        noise
058  2026-06-16 09:19:26    2.0423        noise
059  2026-06-16 09:20:51    2.5939        noise
060  2026-06-16 09:21:03    3.4215        noise
061  2026-06-16 09:21:42    3.9554        noise
062  2026-06-16 09:22:51    2.5501        noise
063  2026-06-16 09:24:34    2.1848        noise
064  2026-06-16 09:25:44    2.9849        noise
065  2026-06-16 09:26:08    3.5663        noise
066  2026-06-16 09:26:47    3.2661        noise
067  2026-06-16 09:27:05    2.9304        up
068  2026-06-16 09:27:39    3.4386        noise
069  2026-06-16 09:29:41    3.2703        noise
070  2026-06-16 09:30:40    2.7542        noise
071  2026-06-16 09:31:08    2.5379        noise
072  2026-06-16 09:32:46    2.4122        noise
073  2026-06-16 09:34:52    2.4298        noise
074  2026-06-16 09:35:26    2.7348        noise
075  2026-06-16 09:40:16    3.8625        noise
076  2026-06-16 09:41:58    2.5462        down
077  2026-06-16 09:44:40    2.3770        down
078  2026-06-16 09:46:24    3.0103        noise
079  2026-06-16 09:50:19    2.2963        noise
080  2026-06-16 09:52:36    4.0521        noise
081  2026-06-16 09:55:03    2.1328        noise
082  2026-06-16 09:56:25    2.9422        noise
083  2026-06-16 09:57:50    2.3367        noise
084  2026-06-16 09:58:55    2.6348        noise
085  2026-06-16 09:59:09    3.0078        noise
086  2026-06-16 09:59:32    3.1310        noise
087  2026-06-16 10:02:28    2.4946        down
088  2026-06-16 10:04:32    2.4835        noise
089  2026-06-16 10:04:59    2.8104        noise
090  2026-06-16 10:07:32    3.2229        noise
091  2026-06-16 10:09:45    3.2046        noise
092  2026-06-16 10:10:02    3.2569        noise
093  2026-06-16 10:18:53    3.8746        noise
094  2026-06-16 10:19:14    3.6688        noise
095  2026-06-16 10:22:39    2.5119        down
096  2026-06-16 10:23:53    6.0771        up
097  2026-06-16 10:24:56    2.3278        noise
098  2026-06-16 10:27:16    2.4803        noise
099  2026-06-16 10:29:49    3.0726        noise
100  2026-06-16 10:31:07    2.3590        noise
101  2026-06-16 10:31:28    3.8479        up
102  2026-06-16 10:35:01    2.9658        noise
103  2026-06-16 10:41:26    3.2392        noise
104  2026-06-16 10:42:45    2.5541        down
105  2026-06-16 10:43:02    2.7263        noise
106  2026-06-16 10:43:20    3.4790        noise
107  2026-06-16 10:45:35    2.8592        noise
108  2026-06-16 10:45:48    3.0849        noise
109  2026-06-16 10:52:47    2.6692        noise
110  2026-06-16 10:55:17    3.6119        noise
111  2026-06-16 10:56:13    3.1093        noise
112  2026-06-16 10:58:29    2.7282        up
113  2026-06-16 10:58:43    3.5747        noise
114  2026-06-16 10:59:47    3.0292        noise
115  2026-06-16 11:00:55    2.5137        noise
116  2026-06-16 11:02:02    2.4380        noise
117  2026-06-16 11:03:25    3.6336        noise
118  2026-06-16 11:04:36    2.9230        noise
119  2026-06-16 11:06:30    2.8924        noise
120  2026-06-16 11:07:47    2.6842        noise
121  2026-06-16 11:08:13    2.7219        noise
122  2026-06-16 11:09:17    2.8525        noise
123  2026-06-16 11:09:36    4.2062        noise
124  2026-06-16 11:11:02    3.2351        noise
125  2026-06-16 11:11:17    4.0277        noise
126  2026-06-16 11:13:22    3.1375        noise
127  2026-06-16 11:14:20    3.1299        noise
128  2026-06-16 11:15:44    3.9480        noise
129  2026-06-16 11:17:23    2.9075        down
130  2026-06-16 11:18:39    3.9012        noise
131  2026-06-16 11:19:13    2.4399        noise
132  2026-06-16 11:20:18    3.7729        noise
133  2026-06-16 11:22:10    3.1174        noise
134  2026-06-16 11:23:36    3.9173        noise
135  2026-06-16 11:24:07    2.7571        noise
136  2026-06-16 11:26:36    2.7366        noise
137  2026-06-16 11:26:57    2.2650        noise
138  2026-06-16 11:28:10    2.8034        noise
139  2026-06-16 11:29:19    1.9900        noise
140  2026-06-16 11:29:50    3.0097        down
141  2026-06-16 11:30:35    3.1741        noise
142  2026-06-16 11:32:11    2.7938        noise
143  2026-06-16 11:32:55    2.4637        noise
144  2026-06-16 11:33:15    6.8662        noise
145  2026-06-16 11:40:27    3.1787        down
146  2026-06-16 11:40:42    3.0916        noise
147  2026-06-16 11:42:25    3.3199        down
148  2026-06-16 11:42:46    2.6949        noise
149  2026-06-16 11:44:04    3.3071        noise
150  2026-06-16 11:44:47    2.6074        noise
151  2026-06-16 11:46:14    3.8630        noise
152  2026-06-16 11:46:41    2.7723        noise
153  2026-06-16 11:47:17    3.0089        noise
154  2026-06-16 11:50:05    4.2747        noise
155  2026-06-16 11:51:38    2.0653        noise
156  2026-06-16 11:53:13    3.1241        noise
157  2026-06-16 11:56:21    3.5285        noise
158  2026-06-16 11:58:28    2.7049        noise
159  2026-06-16 11:59:20    3.1315        noise
160  2026-06-16 11:59:32    3.8678        noise
161  2026-06-16 12:02:10    2.0264        noise
162  2026-06-16 12:02:46    2.6542        noise
163  2026-06-16 12:04:13    2.3253        noise
164  2026-06-16 12:04:57    2.0316        noise
165  2026-06-16 12:05:23    2.5560        noise
166  2026-06-16 12:05:50    2.8928        noise
167  2026-06-16 12:07:19    3.2996        noise
168  2026-06-16 12:08:22    2.8115        noise
169  2026-06-16 12:10:27    3.7233        noise
170  2026-06-16 12:11:10    3.2045        noise
171  2026-06-16 12:12:17    2.8660        noise
172  2026-06-16 12:13:34    1.9936        noise
173  2026-06-16 12:14:01    3.0618        noise
174  2026-06-16 12:16:45    2.0484        noise
175  2026-06-16 12:17:10    2.9131        noise
176  2026-06-16 12:19:08    2.7751        noise
177  2026-06-16 12:19:41    2.8487        noise
178  2026-06-16 12:20:29    2.5536        noise
179  2026-06-16 12:21:24    3.3572        noise
180  2026-06-16 12:22:30    2.2648        noise
181  2026-06-16 12:24:19    1.9932        down
182  2026-06-16 12:24:35    2.2364        noise
183  2026-06-16 12:24:54    3.7633        noise
184  2026-06-16 12:26:13    2.0745        noise
185  2026-06-16 12:27:59    2.7625        noise
186  2026-06-16 12:29:16    3.6153        noise
187  2026-06-16 12:29:32    3.7449        noise
188  2026-06-16 12:30:53    3.0180        noise
189  2026-06-16 12:32:27    3.4139        noise
190  2026-06-16 12:33:03    3.5235        noise
191  2026-06-16 12:35:22    3.4101        noise
192  2026-06-16 12:36:58    3.7400        noise
193  2026-06-16 12:38:20    2.1813        noise
194  2026-06-16 12:40:02    2.4498        noise
195  2026-06-16 12:40:17    3.3377        noise
196  2026-06-16 12:41:43    2.1374        noise
197  2026-06-16 12:42:13    3.1225        noise
198  2026-06-16 12:43:16    2.7641        noise
199  2026-06-16 12:45:04    3.4413        noise
200  2026-06-16 12:46:44    2.8110        noise
201  2026-06-16 12:47:01    2.1227        noise
202  2026-06-16 12:48:03    3.5917        noise
203  2026-06-16 12:48:45    2.9756        noise
204  2026-06-16 12:50:35    2.1380        noise
205  2026-06-16 12:51:10    2.4660        noise
206  2026-06-16 12:51:43    2.3531        noise
207  2026-06-16 12:53:42    2.8086        noise
208  2026-06-16 12:54:08    2.0644        noise
209  2026-06-16 12:54:44    2.2568        noise
210  2026-06-16 12:55:59    3.4394        noise
211  2026-06-16 12:56:31    3.0026        noise
212  2026-06-16 12:58:38    2.3474        noise
213  2026-06-16 12:59:10    2.6874        noise
214  2026-06-16 12:59:49    2.6335        down
215  2026-06-16 13:00:45    2.1473        noise
216  2026-06-16 13:04:02    3.5516        noise
