MiDAS Daily RMS peaks — 20260617
Total: 641 events
RMS: ch 1281-1377 (below ~300 m), bandpass 1-20 Hz
RMS stats  mean=2.6202  std=1.7450  min=1.0345  Q25=1.9766  median=2.3954  Q75=2.9435  max=32.5346
ID   timestamp_tw (UTC+8)       RMS_below300m  fk_label
----------------------------------------------------------
000  2026-06-17 08:05:07    2.4705        noise
001  2026-06-17 08:05:48    2.4481        noise
002  2026-06-17 08:06:16    3.7889        up
003  2026-06-17 08:09:10    2.5312        noise
004  2026-06-17 08:09:47    2.1455        noise
005  2026-06-17 08:14:58    2.2375        noise
006  2026-06-17 08:15:11    3.2222        noise
007  2026-06-17 08:15:32    2.7229        down
008  2026-06-17 08:15:47    3.1602        noise
009  2026-06-17 08:19:58    2.7298        noise
010  2026-06-17 08:24:09    3.1194        noise
011  2026-06-17 08:24:38    3.2826        noise
012  2026-06-17 08:30:06    2.2420        noise
013  2026-06-17 08:30:27    2.8842        noise
014  2026-06-17 08:32:26    2.4279        noise
015  2026-06-17 08:32:38    2.9565        noise
016  2026-06-17 08:34:04    2.5980        noise
017  2026-06-17 08:36:01    2.4637        noise
018  2026-06-17 08:37:27    2.5834        noise
019  2026-06-17 08:37:41    3.9699        noise
020  2026-06-17 08:39:08    2.0711        noise
021  2026-06-17 08:42:47    2.0471        noise
022  2026-06-17 08:43:33    2.3016        noise
023  2026-06-17 08:45:42    2.5331        down
024  2026-06-17 08:48:03    2.9459        noise
025  2026-06-17 08:49:44    2.6780        down
026  2026-06-17 08:50:04    2.8638        noise
027  2026-06-17 08:51:11    2.7059        noise
028  2026-06-17 08:51:51    2.9340        noise
029  2026-06-17 08:56:12    3.7424        noise
030  2026-06-17 08:56:24    3.3649        noise
031  2026-06-17 08:57:26    2.6133        down
032  2026-06-17 08:58:28    2.3306        noise
033  2026-06-17 08:58:43    2.2948        noise
034  2026-06-17 09:00:00    2.4340        noise
035  2026-06-17 09:00:20    2.8842        noise
036  2026-06-17 09:01:45    3.2148        noise
037  2026-06-17 09:02:45    2.3625        noise
038  2026-06-17 09:03:36    15.1357        up
039  2026-06-17 09:04:16    6.5536        up
040  2026-06-17 09:04:46    19.1459        up
041  2026-06-17 09:08:50    3.2806        noise
042  2026-06-17 09:09:06    2.1803        noise
043  2026-06-17 09:09:30    2.6775        noise
044  2026-06-17 09:09:54    3.0617        noise
045  2026-06-17 09:10:37    3.7879        noise
046  2026-06-17 09:11:46    2.4152        noise
047  2026-06-17 09:13:29    2.9250        noise
048  2026-06-17 09:15:53    3.0556        noise
049  2026-06-17 09:17:25    2.1946        down
050  2026-06-17 09:19:14    2.2194        down
051  2026-06-17 09:19:41    2.5773        noise
052  2026-06-17 09:20:04    2.6614        down
053  2026-06-17 09:20:32    2.5864        down
054  2026-06-17 09:20:49    3.7718        down
055  2026-06-17 09:22:20    2.9769        noise
056  2026-06-17 09:23:24    2.5194        noise
057  2026-06-17 09:25:10    2.4204        noise
058  2026-06-17 09:26:01    3.4153        noise
059  2026-06-17 09:26:48    3.0822        noise
060  2026-06-17 09:27:41    4.0197        noise
061  2026-06-17 09:29:09    2.2975        down
062  2026-06-17 09:29:35    2.5423        noise
063  2026-06-17 09:30:38    3.1271        noise
064  2026-06-17 09:31:53    2.7341        down
065  2026-06-17 09:32:08    3.2422        noise
066  2026-06-17 09:33:23    2.7011        down
067  2026-06-17 09:33:36    2.9972        noise
068  2026-06-17 09:33:50    3.8016        noise
069  2026-06-17 09:36:30    3.0636        noise
070  2026-06-17 09:37:03    2.7830        noise
071  2026-06-17 09:37:58    2.8416        down
072  2026-06-17 09:38:41    2.4458        noise
073  2026-06-17 09:39:22    3.0330        noise
074  2026-06-17 09:41:17    2.5143        noise
075  2026-06-17 09:43:40    2.7285        down
076  2026-06-17 09:46:58    2.6593        noise
077  2026-06-17 09:52:17    3.2816        down
078  2026-06-17 09:52:29    2.7951        noise
079  2026-06-17 09:54:32    2.9435        noise
080  2026-06-17 09:54:51    2.2219        up
081  2026-06-17 09:55:09    2.1013        noise
082  2026-06-17 09:57:05    2.4982        noise
