MiDAS Daily RMS peaks — 20260619
Total: 490 events
RMS: ch 1281-1377 (below ~300 m), bandpass 1-20 Hz
RMS stats  mean=2.3493  std=2.1857  min=1.1150  Q25=1.7044  median=2.1347  Q75=2.6559  max=44.7528
ID   timestamp_tw (UTC+8)       RMS_below300m  fk_label
----------------------------------------------------------
000  2026-06-19 08:06:38    1.9398        noise
001  2026-06-19 08:10:55    2.7797        noise
002  2026-06-19 08:14:02    2.5040        noise
003  2026-06-19 08:14:37    3.3318        noise
004  2026-06-19 08:15:26    2.6757        noise
005  2026-06-19 08:21:38    2.6560        noise
006  2026-06-19 08:21:55    2.7280        down
007  2026-06-19 08:33:48    2.9528        noise
008  2026-06-19 08:39:17    2.8917        noise
009  2026-06-19 08:51:24    2.3601        down
010  2026-06-19 08:52:58    2.4879        noise
011  2026-06-19 08:57:49    2.4258        noise
012  2026-06-19 09:02:24    2.5148        noise
013  2026-06-19 09:06:16    2.6837        noise
014  2026-06-19 09:08:58    2.6469        up
015  2026-06-19 09:11:36    2.6886        noise
016  2026-06-19 09:13:56    3.6723        noise
017  2026-06-19 09:15:41    3.1070        noise
018  2026-06-19 09:25:25    2.1577        noise
019  2026-06-19 09:26:02    2.4848        noise
020  2026-06-19 09:26:15    3.0524        noise
021  2026-06-19 09:29:26    2.4428        noise
022  2026-06-19 09:30:53    2.2181        noise
023  2026-06-19 09:33:44    3.3096        up
024  2026-06-19 09:35:07    2.6121        noise
025  2026-06-19 09:37:41    2.7258        noise
026  2026-06-19 09:37:54    2.7316        noise
027  2026-06-19 09:40:35    3.0885        noise
028  2026-06-19 09:46:43    2.4977        noise
029  2026-06-19 09:53:41    2.4883        noise
030  2026-06-19 09:58:39    3.6094        noise
031  2026-06-19 10:02:32    2.9470        noise
032  2026-06-19 10:04:44    2.4103        up
033  2026-06-19 10:08:35    2.3900        noise
034  2026-06-19 10:10:46    3.0452        noise
035  2026-06-19 10:16:16    2.6860        noise
036  2026-06-19 10:19:19    2.3921        noise
037  2026-06-19 10:23:11    2.8785        noise
038  2026-06-19 10:27:10    2.6932        noise
039  2026-06-19 10:28:07    2.4278        noise
040  2026-06-19 10:42:23    2.1672        noise
041  2026-06-19 10:49:11    2.6242        noise
042  2026-06-19 10:59:51    2.4886        noise
043  2026-06-19 11:05:17    2.4751        down
044  2026-06-19 11:06:55    2.3583        noise
045  2026-06-19 11:10:56    2.3802        down
046  2026-06-19 11:11:25    2.9299        noise
047  2026-06-19 11:12:24    1.9197        up
048  2026-06-19 11:15:26    2.4384        up
049  2026-06-19 11:17:14    2.5111        noise
050  2026-06-19 11:19:43    2.5089        noise
051  2026-06-19 11:23:44    3.1397        noise
052  2026-06-19 11:23:57    3.7745        noise
053  2026-06-19 11:24:19    2.5725        noise
054  2026-06-19 11:40:40    1.8261        noise
055  2026-06-19 11:41:55    2.5620        noise
056  2026-06-19 11:43:10    2.3973        noise
057  2026-06-19 11:51:38    2.5857        down
058  2026-06-19 11:51:56    2.3885        noise
059  2026-06-19 11:56:21    3.0553        noise
060  2026-06-19 11:57:19    4.0821        down
061  2026-06-19 11:57:54    2.4662        down
062  2026-06-19 11:58:17    2.8915        down
063  2026-06-19 11:59:07    2.6554        down
064  2026-06-19 12:00:24    3.2189        noise
065  2026-06-19 12:01:22    2.6196        noise
066  2026-06-19 12:02:38    2.9417        up
067  2026-06-19 12:02:58    2.1381        noise
068  2026-06-19 12:07:13    2.4559        noise
069  2026-06-19 12:09:23    2.9776        noise
070  2026-06-19 12:10:23    2.9145        noise
071  2026-06-19 12:10:35    2.7326        noise
072  2026-06-19 12:12:11    1.9809        noise
073  2026-06-19 12:17:47    2.1148        noise
074  2026-06-19 12:28:20    2.9397        noise
075  2026-06-19 12:33:55    2.0088        noise
076  2026-06-19 12:39:14    3.0504        noise
077  2026-06-19 12:52:46    2.2657        noise
078  2026-06-19 12:56:58    2.1810        noise
079  2026-06-19 13:07:29    2.5126        down
080  2026-06-19 13:07:52    3.8332        down
081  2026-06-19 13:08:25    3.1180        down
082  2026-06-19 13:18:04    2.1586        noise
083  2026-06-19 13:19:10    1.9036        noise
084  2026-06-19 13:28:44    2.2991        down
085  2026-06-19 13:29:01    2.0136        noise
086  2026-06-19 13:31:24    2.0380        down
087  2026-06-19 13:31:56    3.3053        noise
088  2026-06-19 13:32:27    3.5924        noise
089  2026-06-19 13:33:38    2.6656        noise
090  2026-06-19 13:35:47    2.1079        noise
091  2026-06-19 13:39:02    2.3930        noise
092  2026-06-19 13:40:23    2.0144        noise
093  2026-06-19 13:41:42    2.3332        noise
094  2026-06-19 13:55:26    3.2220        noise
095  2026-06-19 13:55:53    2.0783        noise
096  2026-06-19 14:00:47    2.3775        noise
097  2026-06-19 14:05:53    2.5786        noise
098  2026-06-19 14:11:16    2.1696        noise
099  2026-06-19 14:12:07    2.1794        noise
100  2026-06-19 14:19:04    3.0936        noise
101  2026-06-19 14:21:53    2.2181        noise
102  2026-06-19 14:22:49    3.2912        noise
103  2026-06-19 14:24:11    2.4524        noise
104  2026-06-19 14:27:04    2.3610        noise
105  2026-06-19 14:27:16    2.7290        noise
106  2026-06-19 14:32:38    2.6044        noise
107  2026-06-19 14:41:03    2.1429        noise
108  2026-06-19 14:42:46    2.0688        noise
109  2026-06-19 14:56:24    2.3744        up
110  2026-06-19 14:58:10    1.8628        noise
111  2026-06-19 15:00:32    2.5218        noise
112  2026-06-19 15:01:14    2.8371        noise
113  2026-06-19 15:12:48    2.3756        noise
114  2026-06-19 15:13:02    1.8989        noise
115  2026-06-19 15:13:32    2.7354        noise
116  2026-06-19 15:18:20    19.1121        up
117  2026-06-19 15:24:06    1.7633        noise
118  2026-06-19 15:27:43    2.2035        noise
119  2026-06-19 15:31:03    1.6255        noise
120  2026-06-19 15:35:32    2.1477        noise
121  2026-06-19 15:38:23    2.2925        noise
122  2026-06-19 15:39:21    1.8927        noise
123  2026-06-19 15:40:30    1.9497        noise
124  2026-06-19 15:40:42    3.1162        noise
125  2026-06-19 15:44:20    2.7178        noise
126  2026-06-19 15:47:15    1.9014        noise
127  2026-06-19 15:53:07    2.2926        noise
128  2026-06-19 16:01:46    3.8690        up
129  2026-06-19 16:08:19    2.8378        noise
130  2026-06-19 16:08:33    2.0906        noise
131  2026-06-19 16:09:41    2.3810        noise
132  2026-06-19 16:11:49    3.1878        noise
133  2026-06-19 16:12:55    3.6246        up
134  2026-06-19 16:14:06    2.4011        noise
135  2026-06-19 16:17:09    1.7423        noise
136  2026-06-19 16:17:21    1.9761        noise
137  2026-06-19 16:18:24    3.2022        noise
138  2026-06-19 16:21:32    2.1511        noise
139  2026-06-19 16:21:45    1.8211        noise
140  2026-06-19 16:22:51    1.7719        noise
141  2026-06-19 16:27:21    2.1381        noise
142  2026-06-19 16:29:01    2.9972        noise
143  2026-06-19 16:34:02    1.9682        up
144  2026-06-19 16:40:11    1.8867        noise
145  2026-06-19 16:40:26    1.6862        down
146  2026-06-19 16:41:15    2.2909        noise
147  2026-06-19 16:42:16    3.2881        noise
148  2026-06-19 16:43:22    1.6271        noise
149  2026-06-19 16:46:05    1.6933        noise
150  2026-06-19 16:47:50    1.8429        noise
151  2026-06-19 16:48:38    2.0009        noise
152  2026-06-19 16:50:47    1.2674        noise
153  2026-06-19 16:51:52    1.5390        noise
154  2026-06-19 16:52:12    1.6152        noise
155  2026-06-19 16:57:28    1.4716        noise
156  2026-06-19 16:58:26    2.0938        noise
157  2026-06-19 17:01:47    1.8057        noise
158  2026-06-19 17:02:31    2.4445        noise
159  2026-06-19 17:07:13    2.1070        noise
160  2026-06-19 17:07:47    1.7042        noise
161  2026-06-19 17:08:36    1.9096        noise
162  2026-06-19 17:12:31    1.6302        noise
163  2026-06-19 17:20:19    1.7934        noise
164  2026-06-19 17:23:05    2.2837        noise
165  2026-06-19 17:23:34    2.0293        noise
166  2026-06-19 17:33:18    1.3275        noise
167  2026-06-19 17:34:21    2.5285        noise
168  2026-06-19 17:35:42    1.5221        noise
169  2026-06-19 17:36:12    1.6498        noise
170  2026-06-19 17:37:16    1.5567        noise
171  2026-06-19 17:37:58    1.5767        noise
172  2026-06-19 17:38:58    1.7990        noise
173  2026-06-19 17:43:10    2.0730        up
174  2026-06-19 17:45:24    1.7451        noise
175  2026-06-19 17:48:56    2.3912        noise
176  2026-06-19 17:50:34    1.9812        noise
177  2026-06-19 17:51:58    2.0822        noise
178  2026-06-19 17:53:39    1.8252        noise
179  2026-06-19 17:53:56    1.3036        noise
180  2026-06-19 17:54:54    2.0162        noise
181  2026-06-19 17:58:17    1.6095        noise
182  2026-06-19 18:01:07    1.7107        noise
183  2026-06-19 18:01:19    2.7909        noise
184  2026-06-19 18:01:51    3.3578        noise
185  2026-06-19 18:06:08    1.5839        noise
186  2026-06-19 18:08:09    1.7443        noise
187  2026-06-19 18:09:16    1.4814        noise
188  2026-06-19 18:09:29    1.8203        noise
189  2026-06-19 18:09:42    3.1049        down
190  2026-06-19 18:11:22    2.2114        noise
191  2026-06-19 18:17:04    1.8349        noise
192  2026-06-19 18:20:11    1.5938        noise
193  2026-06-19 18:21:04    1.6123        noise
194  2026-06-19 18:21:16    1.5086        noise
195  2026-06-19 18:22:05    1.9435        noise
196  2026-06-19 18:23:42    1.9221        noise
197  2026-06-19 18:31:13    1.8420        noise
198  2026-06-19 18:36:52    1.8078        noise
199  2026-06-19 18:37:22    2.3663        noise
200  2026-06-19 18:39:04    1.6023        noise
201  2026-06-19 18:43:03    1.7343        noise
202  2026-06-19 18:47:01    1.4540        noise
203  2026-06-19 18:47:35    1.7359        noise
204  2026-06-19 18:51:26    1.4440        noise
205  2026-06-19 19:01:04    2.5180        down
206  2026-06-19 19:01:19    2.5427        up
207  2026-06-19 19:04:38    1.2050        noise
208  2026-06-19 19:05:08    1.3809        noise
209  2026-06-19 19:06:53    1.2100        noise
210  2026-06-19 19:09:18    1.6907        noise
211  2026-06-19 19:09:31    2.2140        noise
212  2026-06-19 19:13:08    1.7760        noise
213  2026-06-19 19:13:32    1.1747        noise
214  2026-06-19 19:14:09    2.0988        noise
215  2026-06-19 19:21:04    1.7278        noise
216  2026-06-19 19:29:53    1.5556        noise
217  2026-06-19 19:33:21    44.7528        up
218  2026-06-19 19:37:30    1.8326        noise
219  2026-06-19 19:37:42    3.0314        noise
220  2026-06-19 19:39:18    3.4841        noise
221  2026-06-19 19:42:08    2.1356        noise
222  2026-06-19 19:43:39    1.1849        noise
223  2026-06-19 19:45:51    2.5373        noise
224  2026-06-19 19:46:24    2.7214        noise
225  2026-06-19 19:58:51    1.4934        noise
226  2026-06-19 20:00:32    7.1805        up
227  2026-06-19 20:01:46    2.0599        noise
228  2026-06-19 20:01:59    1.9196        down
229  2026-06-19 20:03:34    2.0580        noise
230  2026-06-19 20:03:51    1.5948        down
231  2026-06-19 20:04:13    2.8321        noise
232  2026-06-19 20:11:50    1.4636        noise
233  2026-06-19 20:13:11    2.5812        noise
234  2026-06-19 20:13:54    3.1271        noise
235  2026-06-19 20:17:28    1.4917        down
236  2026-06-19 20:17:48    2.2997        noise
237  2026-06-19 20:18:53    1.9441        down
238  2026-06-19 20:19:10    2.4923        noise
239  2026-06-19 20:32:06    1.2539        noise
240  2026-06-19 20:53:37    1.2363        noise
241  2026-06-19 20:59:07    2.8892        noise
242  2026-06-19 21:01:13    2.1511        noise
243  2026-06-19 21:02:21    2.3994        noise
244  2026-06-19 21:12:26    2.1308        noise
245  2026-06-19 21:12:40    1.8154        down
246  2026-06-19 21:12:54    3.7073        noise
247  2026-06-19 21:14:06    2.0953        noise
248  2026-06-19 21:14:32    1.4218        up
249  2026-06-19 21:16:28    1.5571        noise
250  2026-06-19 21:30:29    1.3809        noise
251  2026-06-19 21:33:38    2.0372        noise
252  2026-06-19 21:33:50    2.2974        noise
253  2026-06-19 21:34:02    2.1339        down
254  2026-06-19 21:35:30    2.0193        down
255  2026-06-19 21:35:52    2.8190        noise
256  2026-06-19 21:40:15    1.3310        down
257  2026-06-19 21:40:49    2.1467        noise
258  2026-06-19 21:43:54    1.3946        down
259  2026-06-19 21:44:15    8.3907        up
260  2026-06-19 21:48:44    1.4453        down
261  2026-06-19 21:49:39    2.0487        noise
262  2026-06-19 21:58:11    2.3219        noise
263  2026-06-19 21:59:29    1.3853        noise
264  2026-06-19 22:05:59    1.1736        noise
265  2026-06-19 22:08:54    1.4209        noise
266  2026-06-19 22:10:18    1.2325        noise
267  2026-06-19 22:12:23    1.8838        noise
268  2026-06-19 22:13:40    2.0916        down
269  2026-06-19 22:13:58    2.5929        noise
270  2026-06-19 22:15:10    2.9611        noise
271  2026-06-19 22:17:35    1.8344        noise
272  2026-06-19 22:18:24    1.7628        down
273  2026-06-19 22:19:36    1.5444        noise
274  2026-06-19 22:20:08    1.5676        noise
275  2026-06-19 22:20:20    2.3227        noise
276  2026-06-19 22:24:02    1.7100        up
277  2026-06-19 22:24:22    2.0428        noise
278  2026-06-19 22:28:07    1.6435        noise
279  2026-06-19 22:34:04    1.8142        noise
280  2026-06-19 22:34:16    1.7679        noise
281  2026-06-19 22:34:29    2.1368        down
282  2026-06-19 22:34:56    1.9450        down
283  2026-06-19 22:35:13    2.2186        down
284  2026-06-19 22:35:27    3.7658        noise
285  2026-06-19 22:38:28    1.6023        noise
286  2026-06-19 22:40:26    1.4411        noise
287  2026-06-19 22:43:26    2.5848        noise
288  2026-06-19 22:44:40    1.4847        down
289  2026-06-19 22:44:55    3.4662        noise
290  2026-06-19 22:51:17    1.7506        noise
291  2026-06-19 22:52:02    1.9191        noise
292  2026-06-19 22:56:59    1.4992        noise
293  2026-06-19 22:57:18    1.9784        down
294  2026-06-19 22:57:45    2.7797        noise
295  2026-06-19 23:01:25    1.3257        noise
296  2026-06-19 23:05:46    3.7638        up
297  2026-06-19 23:07:01    3.0513        noise
298  2026-06-19 23:13:06    2.3039        noise
299  2026-06-19 23:14:27    1.3914        noise
300  2026-06-19 23:18:19    2.1948        noise
301  2026-06-19 23:18:31    2.3969        down
302  2026-06-19 23:21:20    1.7642        noise
303  2026-06-19 23:21:37    1.3276        noise
304  2026-06-19 23:31:06    1.7564        down
305  2026-06-19 23:31:19    1.5691        noise
306  2026-06-19 23:31:41    2.7259        noise
307  2026-06-19 23:38:16    1.4032        down
308  2026-06-19 23:38:30    1.3989        down
309  2026-06-19 23:38:46    2.6366        noise
310  2026-06-19 23:40:59    3.1192        noise
311  2026-06-19 23:41:28    1.9130        down
312  2026-06-19 23:42:44    3.2216        noise
313  2026-06-19 23:43:02    1.9140        down
314  2026-06-19 23:47:48    2.7971        noise
315  2026-06-19 23:50:59    3.1383        noise
316  2026-06-19 23:52:03    3.0090        noise
317  2026-06-19 23:56:43    1.5060        noise
318  2026-06-19 23:57:07    1.8601        down
319  2026-06-19 23:57:39    2.8577        noise
320  2026-06-19 23:59:56    1.7315        noise
321  2026-06-20 00:00:09    2.6216        noise
322  2026-06-20 00:14:06    1.5907        noise
323  2026-06-20 00:24:20    1.6791        noise
324  2026-06-20 00:27:25    2.7413        noise
325  2026-06-20 00:27:49    1.7050        down
326  2026-06-20 00:36:17    2.0361        down
327  2026-06-20 00:36:29    1.7107        down
328  2026-06-20 00:36:44    3.1572        noise
329  2026-06-20 00:38:00    3.6995        noise
330  2026-06-20 00:43:24    1.1150        noise
331  2026-06-20 00:47:53    1.5892        down
332  2026-06-20 00:48:10    2.6660        noise
333  2026-06-20 00:48:46    2.8390        noise
334  2026-06-20 00:55:59    2.2742        noise
335  2026-06-20 00:58:18    1.7326        down
336  2026-06-20 00:58:33    2.3825        noise
337  2026-06-20 00:58:52    2.5378        noise
338  2026-06-20 01:08:10    1.8769        down
339  2026-06-20 01:08:26    1.4990        noise
340  2026-06-20 01:08:43    2.5382        noise
341  2026-06-20 01:14:03    1.6718        down
342  2026-06-20 01:14:31    2.6059        noise
